case_index,scenario,sentiment,urgency,a_emp_token_len,a_emp_sent_len,a_emp_ttr,a_emp_flesch_ease,a_emp_flesch_grade,a_emp_fog,a_emp_empathy_score,a_emp_formality_score,a_emp_fp_singular,a_emp_passive,a_emp_placeholder,a_emp_entity_cov,a_emp_cov_product,a_emp_cov_order_id,a_emp_cov_issue,a_emp_cov_urgency,a_emp_cov_sentiment,a_emp_cov_customer_name,a_frm_token_len,a_frm_sent_len,a_frm_ttr,a_frm_flesch_ease,a_frm_flesch_grade,a_frm_fog,a_frm_empathy_score,a_frm_formality_score,a_frm_fp_singular,a_frm_passive,a_frm_placeholder,a_frm_entity_cov,a_frm_cov_product,a_frm_cov_order_id,a_frm_cov_issue,a_frm_cov_urgency,a_frm_cov_sentiment,a_frm_cov_customer_name,b_emp_token_len,b_emp_sent_len,b_emp_ttr,b_emp_flesch_ease,b_emp_flesch_grade,b_emp_fog,b_emp_empathy_score,b_emp_formality_score,b_emp_fp_singular,b_emp_passive,b_emp_placeholder,b_emp_entity_cov,b_frm_token_len,b_frm_sent_len,b_frm_ttr,b_frm_flesch_ease,b_frm_flesch_grade,b_frm_fog,b_frm_empathy_score,b_frm_formality_score,b_frm_fp_singular,b_frm_passive,b_frm_placeholder,b_frm_entity_cov,a_rouge1_ef,a_rouge2_ef,a_rougeL_ef,a_rouge1_ec,b_rouge1_ef,b_rouge2_ef,b_rougeL_ef,b_rouge1_ec,a_style_disc_score,b_style_disc_score,delta_emp_empathy_score,delta_frm_formality_score,delta_style_disc_score,delta_emp_token_len,delta_emp_ttr,delta_emp_flesch_ease,delta_emp_fog,delta_emp_placeholder,delta_emp_entity_cov,delta_rouge1_ef,delta_rouge2_ef,kg_nodes,kg_edges,kg_density,kg_salience
23,battery_issue,polite,low,57,3,0.8771929824561403,53.83166666666668,10.222592592592594,12.385185185185186,0.0,0.06896551724137931,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,3,0.9038461538461539,26.236258503401388,13.657551020408164,17.145578231292518,0.0,0.13793103448275862,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,3,0.9019607843137255,76.0325,6.629166666666666,8.066666666666668,0.0,0.034482758620689655,0.0,0.0,0,0.0,77,3,0.8181818181818182,42.95738095238096,13.064285714285713,15.619047619047619,0.0,0.10344827586206896,0.0,0.3333333333333333,0,0.0,0.34951456310679613,0.039603960396039604,0.17475728155339806,0.20915032679738563,0.288135593220339,0.017241379310344827,0.11864406779661017,0.09523809523809525,0.06896551724137931,0.06896551724137931,0.0,0.034482758620689655,0.0,6,-0.024767801857585203,-22.20083333333332,4.318518518518518,0,0.0,0.061378969886457135,0.022362581085694777,6,4,0.13333333333333333,0.8416666666666667
24,battery_issue,frustrated,high,43,2,0.9302325581395349,78.20991228070177,5.497368421052631,7.171929824561403,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,2,0.9090909090909091,33.33481707317074,13.70256097560976,15.029268292682929,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,2,0.9318181818181818,78.67076923076925,5.515897435897436,7.251282051282051,0.0,0.0,0.0,0.0,0,0.0,71,3,0.8873239436619719,39.07102564102564,13.192307692307697,16.05128205128205,0.0,0.0,0.0,0.0,0,0.0,0.225,0.05128205128205128,0.1,0.13432835820895522,0.1523809523809524,0.019417475728155338,0.05714285714285715,0.16296296296296295,0.0,0.0,0.0,0.0,0.0,-1,-0.001585623678646897,-0.4608569500674804,-0.07935222672064857,0,0.0,0.07261904761904761,0.03186457555389594,7,6,0.14285714285714285,0.85
25,wrong_item,angry,high,39,2,0.9230769230769231,55.4412837837838,10.122297297297298,10.643243243243244,0.0,0.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,58,3,0.896551724137931,48.25212121212124,11.083636363636362,12.424242424242424,0.0,0.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,44,2,0.9318181818181818,62.64857142857146,9.738095238095237,10.304761904761905,0.0,0.034482758620689655,0.5,0.0,0,0.0,63,3,0.8888888888888888,24.84282485875707,14.680000000000003,16.00225988700565,0.03225806451612903,0.06896551724137931,0.0,0.0,0,0.0,0.4347826086956522,0.04444444444444444,0.17391304347826086,0.13235294117647062,0.39603960396039606,0.04040404040404041,0.15841584158415842,0.15602836879432622,0.0,0.0022246941045606233,0.0,-0.06896551724137931,-0.0022246941045606233,-5,-0.00874125874125864,-7.207287644787655,0.33848133848133877,0,0.0,0.03874300473525616,0.004040404040404032,12,9,0.06818181818181818,0.8416666666666667
26,wrong_item,frustrated,high,60,3,0.75,65.84473684210528,8.79543859649123,11.108771929824563,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,3,0.8888888888888888,55.65357142857144,8.974761904761905,9.40952380952381,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,3,0.7910447761194029,64.66285714285716,9.457142857142859,10.93968253968254,0.0,0.0,0.0,0.0,0,0.0,41,2,0.8780487804878049,33.93421052631581,13.246315789473687,13.915789473684212,0.0,0.0,0.0,0.0,0,0.0,0.30303030303030304,0.08247422680412371,0.18181818181818182,0.17964071856287422,0.2745098039215686,0.12,0.17647058823529413,0.2298850574712644,0.0,0.0,0.0,0.0,0.0,-7,-0.04104477611940294,1.181879699248114,0.16908939014202318,0,0.0,0.028520499108734443,-0.037525773195876286,8,8,0.14285714285714285,0.8625
27,wrong_item,neutral,medium,54,3,0.8518518518518519,51.17433333333338,10.262,10.666666666666668,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,4,0.8524590163934426,49.88703947368424,9.841184210526318,11.314035087719299,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,3,0.8518518518518519,51.17433333333338,10.262,10.666666666666668,0.0,0.0,0.0,0.0,0,0.0,53,2,0.8679245283018868,32.56400000000002,14.928,14.8,0.0,0.0,0.0,0.0,0,0.0,0.5420560747663552,0.15238095238095234,0.2803738317757009,0.12903225806451613,0.74,0.4489795918367347,0.6,0.14193548387096777,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,-0.1979439252336448,-0.29659863945578235,7,6,0.14285714285714285,0.7857142857142857
28,wrong_item,polite,low,63,3,0.746031746031746,66.4258757062147,8.880000000000003,8.544632768361582,0.0,0.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,44,2,0.8863636363636364,37.46164634146342,13.126951219512197,14.053658536585367,0.0,0.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,75,3,0.7866666666666666,61.27530516431925,10.592112676056342,11.72018779342723,0.0,0.0,0.0,0.0,0,0.0,40,2,0.825,44.00885135135138,11.71689189189189,11.724324324324325,0.0,0.0,0.0,0.0,0,0.0,0.3168316831683168,0.060606060606060615,0.13861386138613863,0.24657534246575347,0.23853211009174313,0.05607476635514019,0.1651376146788991,0.20253164556962022,0.0,0.0,0.0,0.0,0.0,-12,-0.04063492063492058,5.150570541895448,-3.1755550250656484,0,0.0,0.07829957307657365,0.0045312942509204215,7,4,0.09523809523809523,0.8285714285714285
29,wrong_item,angry,high,46,2,0.9347826086956522,66.96598837209305,9.260116279069766,9.530232558139536,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,3,0.8507462686567164,46.94500000000005,11.68,11.333333333333336,0.06451612903225806,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,2,0.803921568627451,64.56341836734696,10.340510204081632,11.43265306122449,0.0,0.034482758620689655,0.0,0.0,0,0.0,67,4,0.8805970149253731,56.56303571428572,9.282658730158733,10.744444444444445,0.0,0.0,0.0,0.0,0,0.0,0.2524271844660194,0.0,0.1359223300970874,0.06299212598425197,0.33928571428571425,0.07272727272727274,0.14285714285714285,0.10526315789473685,-0.06451612903225806,-0.034482758620689655,0.0,0.0,-0.030033370411568408,-5,0.1308610400682012,2.402570004746096,-1.9024205030849544,0,0.0,-0.08685852981969483,-0.07272727272727274,10,12,0.13333333333333333,0.85
30,wrong_item,frustrated,high,33,2,0.9090909090909091,73.75411290322583,6.822741935483872,7.490322580645162,0.0,0.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,50,3,0.82,54.133333333333354,9.600851063829786,9.670921985815603,0.03225806451612903,0.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,52,2,0.8461538461538461,51.176000000000016,12.332,12.4,0.0,0.034482758620689655,0.0,0.0,0,0.0,57,3,0.8070175438596491,47.565,11.096666666666668,11.644444444444446,0.0,0.0,0.0,0.0,0,0.0,0.2564102564102564,0.0,0.15384615384615383,0.10810810810810811,0.4615384615384615,0.11764705882352941,0.17307692307692307,0.2035928143712575,-0.03225806451612903,-0.034482758620689655,0.0,0.0,0.0022246941045606233,-19,0.06293706293706292,22.578112903225815,-4.909677419354838,0,0.0,-0.20512820512820512,-0.11764705882352941,6,3,0.1,0.8166666666666668
31,wrong_item,neutral,medium,56,3,0.8392857142857143,46.83918238993712,11.115094339622644,13.859119496855346,0.0,0.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,55,3,0.8909090909090909,44.445512820512846,11.366153846153846,13.856410256410255,0.0,0.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,72,4,0.7916666666666666,60.623863636363666,8.902575757575757,10.236363636363638,0.0,0.034482758620689655,0.0,0.0,0,0.0,65,4,0.8153846153846154,58.511207627118665,8.762500000000003,10.645762711864407,0.0,0.0,0.0,0.0,0,0.0,0.4761904761904762,0.21359223300970875,0.39999999999999997,0.18604651162790695,0.44094488188976383,0.096,0.22047244094488191,0.23529411764705885,0.0,-0.034482758620689655,0.0,0.0,0.034482758620689655,-16,0.04761904761904767,-13.784681246426544,3.622755860491708,0,0.0,0.03524559430071239,0.11759223300970875,7,4,0.09523809523809523,0.8071428571428572
32,wrong_item,polite,low,62,3,0.8225806451612904,66.71030303030307,8.509090909090908,8.06060606060606,0.03225806451612903,0.0,0.5,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,58,3,0.8793103448275862,45.24295597484277,11.337735849056607,12.349685534591195,0.0,0.0,0.0,0.3333333333333333,0,0.0,0.0,,0.0,0.0,0.0,0.0,57,2,0.8245614035087719,63.412971698113225,10.997830188679245,11.354716981132077,0.03225806451612903,0.0,0.5,0.0,0,0.0,82,4,0.7682926829268293,36.65175000000002,12.805166666666668,14.433333333333332,0.0,0.034482758620689655,0.0,0.25,0,0.0,0.36036036036036034,0.09174311926605506,0.23423423423423423,0.2716049382716049,0.37209302325581395,0.14173228346456693,0.18604651162790697,0.2767295597484277,0.03225806451612903,0.06674082313681869,0.0,-0.034482758620689655,-0.034482758620689655,5,-0.0019807583474815704,3.2973313321898416,-3.294110920526016,0,0.0,-0.011732662895453605,-0.04998916419851186,6,3,0.1,0.7749999999999999
33,wrong_item,angry,high,95,4,0.7684210526315789,48.27529069767445,11.867093023255816,14.181395348837208,0.03225806451612903,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,3,0.8571428571428571,32.01231638418079,13.680000000000003,13.290395480225989,0.03225806451612903,0.06896551724137931,0.0,0.0,0,0.09090909090909091,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,85,4,0.7411764705882353,46.66248376623378,11.533084415584419,13.414285714285715,0.0,0.0,0.0,0.0,0,0.0,79,3,0.8607594936708861,31.436000000000007,15.085333333333335,15.866666666666667,0.03225806451612903,0.034482758620689655,0.0,0.0,0,0.0,0.3243243243243243,0.0273972602739726,0.14864864864864863,0.24528301886792456,0.40259740259740256,0.15789473684210525,0.19480519480519484,0.2079207920792079,0.06896551724137931,0.0022246941045606233,0.03225806451612903,0.034482758620689655,0.06674082313681869,10,0.027244582043343568,1.612806931440673,0.7671096345514936,0,0.0,-0.07827307827307828,-0.13049747656813265,11,14,0.12727272727272726,0.85
34,wrong_item,frustrated,high,43,2,0.8604651162790697,68.09500000000004,8.73,8.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,3,0.8076923076923077,57.31380952380957,9.322857142857146,8.982312925170069,0.06451612903225806,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,2,0.9387755102040817,50.51750000000001,11.80277777777778,12.555555555555557,0.03225806451612903,0.034482758620689655,0.0,0.0,0,0.0,51,3,0.8235294117647058,56.64500000000001,9.333333333333332,8.9,0.06451612903225806,0.0,0.0,0.0,0,0.0,0.4666666666666667,0.1818181818181818,0.2888888888888889,0.1951219512195122,0.3655913978494624,0.06593406593406594,0.23655913978494625,0.09523809523809526,-0.06451612903225806,-0.06674082313681869,-0.03225806451612903,0.0,0.0022246941045606233,-6,-0.07831039392501193,17.57750000000003,-4.555555555555557,0,0.0,0.1010752688172043,0.11588411588411586,8,8,0.14285714285714285,0.83125
35,wrong_item,neutral,medium,53,3,0.8113207547169812,44.40633333333335,11.206,13.866666666666669,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,3,0.8035714285714286,53.224088050314464,10.224528301886796,11.59496855345912,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,2,0.9130434782608695,66.67714285714288,9.176190476190474,8.4,0.03225806451612903,0.034482758620689655,0.5,0.0,0,0.0,80,4,0.7375,40.57912162162165,12.19527027027027,14.427027027027027,0.03225806451612903,0.034482758620689655,0.0,0.0,0,0.0,0.5242718446601942,0.23762376237623764,0.3106796116504854,0.18181818181818182,0.18803418803418803,0.017391304347826087,0.08547008547008546,0.163265306122449,0.0,0.0,-0.03225806451612903,-0.034482758620689655,0.0,7,-0.10172272354388834,-22.270809523809532,5.466666666666669,0,0.0,0.33623765662600613,0.22023245802841154,7,6,0.14285714285714285,0.7928571428571429
36,wrong_item,polite,low,60,2,0.8333333333333334,47.29697368421054,13.742543859649121,13.505263157894738,0.0,0.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,48,3,0.8541666666666666,43.89833333333337,10.780000000000001,10.412121212121214,0.0,0.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,58,2,0.8620689655172413,45.10068181818184,13.800454545454546,13.90909090909091,0.0,0.034482758620689655,0.0,0.0,0,0.0,35,3,0.8857142857142857,36.26931818181819,12.299545454545456,13.872727272727275,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0,0.13725490196078433,0.19230769230769232,0.29545454545454547,0.0,0.13636363636363638,0.19480519480519484,0.0,-0.034482758620689655,0.0,0.0,0.034482758620689655,2,-0.028735632183907955,2.1962918660287016,-0.40382775119617165,0,0.0,0.037878787878787845,0.0,7,4,0.09523809523809523,0.7857142857142858
37,wrong_item,angry,high,51,2,0.8431372549019608,62.62500000000003,10.486666666666668,9.600000000000001,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,3,0.7966101694915254,42.85976190476194,11.918571428571429,13.180952380952384,0.03225806451612903,0.034482758620689655,0.0,0.3333333333333333,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,3,0.8870967741935484,68.54190476190477,8.336428571428574,10.323809523809524,0.0,0.0,0.3333333333333333,0.0,0,0.0,49,3,0.8571428571428571,51.49775362318843,9.885652173913044,9.611594202898551,0.03225806451612903,0.06896551724137931,0.0,0.0,0,0.0,0.3619047619047619,0.09708737864077671,0.17142857142857143,0.15037593984962402,0.25242718446601936,0.0,0.11650485436893204,0.15602836879432622,0.0022246941045606233,0.03670745272525028,0.0,-0.034482758620689655,-0.034482758620689655,-11,-0.04395951929158759,-5.916904761904746,-0.723809523809523,0,0.0,0.10947757743874253,0.09708737864077671,13,18,0.11538461538461539,0.8461538461538461
38,wrong_item,frustrated,high,56,2,0.8571428571428571,51.91807692307697,12.476923076923079,14.246153846153845,0.03225806451612903,0.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,43,3,0.9069767441860465,45.251666666666694,10.260000000000002,9.333333333333334,0.0,0.0,0.0,0.0,0,0.125,0.0,,0.0,1.0,0.0,0.0,37,2,0.8918918918918919,63.381071428571445,8.766428571428573,9.285714285714286,0.0,0.0,0.0,0.0,0,0.0,52,3,0.9038461538461539,55.58727891156465,9.563673469387759,10.614965986394559,0.0,0.034482758620689655,0.0,0.0,0,0.0,0.2608695652173913,0.0,0.10869565217391305,0.06936416184971099,0.3333333333333333,0.0,0.16666666666666666,0.15384615384615385,0.03225806451612903,0.034482758620689655,0.03225806451612903,-0.034482758620689655,-0.0022246941045606233,19,-0.03474903474903479,-11.462994505494478,4.960439560439559,0,0.0,-0.07246376811594202,0.0,8,5,0.08928571428571429,0.7625
39,wrong_item,neutral,medium,73,3,0.7534246575342466,42.95738095238096,13.064285714285713,13.904761904761905,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,4,0.8253968253968254,49.10714285714286,9.887857142857143,12.02857142857143,0.0,0.034482758620689655,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,3,0.7894736842105263,49.13166666666666,10.87814814814815,11.644444444444446,0.0,0.06896551724137931,0.0,0.0,0,0.0,63,4,0.746031746031746,55.64341101694919,9.162500000000001,9.967796610169493,0.0,0.0,0.0,0.0,0,0.0,0.36220472440944884,0.031999999999999994,0.1732283464566929,0.21505376344086022,0.3539823008849557,0.2162162162162162,0.3008849557522124,0.21176470588235294,0.034482758620689655,-0.06896551724137931,0.0,0.034482758620689655,0.10344827586206896,16,-0.03604902667627974,-6.174285714285702,2.2603174603174594,0,0.0,0.00822242352449315,-0.1842162162162162,7,6,0.14285714285714285,0.8428571428571427
40,wrong_item,polite,low,51,3,0.8431372549019608,79.5575,6.137499999999999,7.233333333333333,0.0,0.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,42,3,0.8809523809523809,50.470769230769264,9.44923076923077,10.328205128205129,0.0,0.034482758620689655,0.0,0.3333333333333333,0,0.0,0.0,,0.0,0.0,0.0,0.0,45,2,0.8666666666666667,55.16133720930236,10.906627906976748,13.251162790697675,0.0,0.0,0.0,0.0,0,0.0,85,3,0.8941176470588236,31.852692307692337,15.275641025641029,16.04102564102564,0.03225806451612903,0.06896551724137931,0.0,0.3333333333333333,0,0.0,0.1818181818181818,0.023255813953488372,0.13636363636363635,0.261437908496732,0.2975206611570248,0.05042016806722689,0.09917355371900827,0.13513513513513514,0.034482758620689655,0.03670745272525028,0.0,-0.034482758620689655,-0.0022246941045606233,6,-0.02352941176470591,24.396162790697645,-6.017829457364342,0,0.0,-0.115702479338843,-0.02716435411373852,7,4,0.09523809523809523,0.8214285714285714
41,wrong_item,angry,high,37,2,0.8648648648648649,77.8839285714286,6.743571428571428,7.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,63,3,0.8253968253968254,43.48350282485876,12.080000000000002,14.646327683615821,0.03225806451612903,0.034482758620689655,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,53,2,0.8679245283018868,56.252000000000024,11.624000000000002,10.8,0.0,0.0,0.0,0.0,0,0.0,51,3,0.803921568627451,40.78250000000003,11.54583333333333,10.566666666666666,0.03225806451612903,0.06896551724137931,0.0,0.0,0,0.0,0.2978723404255319,0.06521739130434782,0.12765957446808512,0.07874015748031496,0.38383838383838387,0.08247422680412371,0.24242424242424243,0.1818181818181818,0.0022246941045606233,0.03670745272525028,0.0,-0.034482758620689655,-0.034482758620689655,-16,-0.003059663437021909,21.631928571428574,-3.8000000000000007,0,0.0,-0.08596604341285197,-0.017256835499775885,12,9,0.06818181818181818,0.8375
42,wrong_item,frustrated,high,57,3,0.9122807017543859,64.79833333333333,8.692962962962966,9.422222222222222,0.0,0.0,0.5,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,42,2,0.9285714285714286,42.71500000000003,12.270000000000003,14.0,0.0,0.0,0.0,0.0,0,0.14285714285714285,0.0,,0.0,1.0,0.0,0.0,71,2,0.9295774647887324,46.296730769230805,14.875769230769233,16.076923076923077,0.0,0.0,1.0,0.0,0,0.0,58,2,0.9310344827586207,11.260681818181837,18.520454545454545,21.181818181818183,0.0,0.0,0.0,0.0,0,0.0,0.3404255319148936,0.021739130434782608,0.12765957446808512,0.0963855421686747,0.24590163934426232,0.03333333333333333,0.11475409836065573,0.1564245810055866,0.0,0.0,0.0,0.0,0.0,-14,-0.017296763034346463,18.501602564102527,-6.654700854700854,0,0.0,0.09452389257063129,-0.011594202898550725,7,4,0.09523809523809523,0.7928571428571429
43,wrong_item,neutral,medium,57,3,0.8070175438596491,63.23166666666668,8.91148148148148,10.162962962962965,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,3,0.8775510204081632,63.12560606060609,8.098181818181818,7.684848484848485,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,4,0.8571428571428571,50.47625000000002,10.193750000000005,12.025,0.03225806451612903,0.034482758620689655,0.0,0.0,0,0.0,83,4,0.7590361445783133,36.77417207792209,12.912305194805196,15.492207792207791,0.0,0.034482758620689655,0.0,0.25,0,0.0,0.5252525252525252,0.16494845360824742,0.3636363636363636,0.2035928143712575,0.46478873239436613,0.2142857142857143,0.23943661971830985,0.25842696629213485,0.0,0.03225806451612903,-0.03225806451612903,-0.034482758620689655,-0.03225806451612903,-13,-0.05012531328320802,12.755416666666662,-1.8620370370370356,0,0.0,0.06046379285815906,-0.04933726067746688,7,6,0.14285714285714285,0.8071428571428572
44,wrong_item,polite,low,48,3,0.875,63.12560606060609,8.098181818181818,8.593939393939394,0.0,0.034482758620689655,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,3,0.9285714285714286,54.809230769230794,8.844102564102567,9.302564102564103,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,3,0.8478260869565217,68.33782945736438,7.288372093023256,6.663565891472868,0.0,0.0,0.0,0.0,0,0.0,42,3,0.9285714285714286,54.809230769230794,8.844102564102567,9.302564102564103,0.0,0.0,0.0,0.0,0,0.0,0.3855421686746988,0.07407407407407408,0.1927710843373494,0.17391304347826086,0.4390243902439025,0.075,0.24390243902439024,0.26277372262773724,-0.034482758620689655,0.0,0.0,0.0,-0.034482758620689655,2,0.02717391304347827,-5.21222339675829,1.9303735024665256,0,0.0,-0.05348222156920368,-0.0009259259259259134,7,6,0.14285714285714285,0.8071428571428572
45,wrong_item,angry,high,43,2,0.8604651162790697,68.41286585365856,8.80987804878049,8.200000000000001,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,3,0.8235294117647058,24.920000000000016,13.758333333333336,15.56666666666667,0.03225806451612903,0.0,0.0,0.3333333333333333,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,2,0.8703703703703703,52.47770408163268,12.026224489795919,10.616326530612247,0.0,0.0,0.0,0.0,0,0.0,49,3,0.8367346938775511,49.65862318840581,10.142173913043482,11.35072463768116,0.03225806451612903,0.0,0.0,0.3333333333333333,0,0.0,0.24719101123595508,0.02298850574712644,0.1348314606741573,0.1487603305785124,0.3711340206185567,0.042105263157894736,0.2061855670103093,0.18320610687022904,-0.03225806451612903,-0.03225806451612903,0.0,0.0,0.0,-11,-0.009905254091300608,15.935161772025879,-2.4163265306122454,0,0.0,-0.12394300938260164,-0.019116757410768296,11,14,0.12727272727272726,0.8454545454545456
46,wrong_item,frustrated,high,41,2,0.8292682926829268,67.73480769230771,8.656025641025643,8.825641025641026,0.0,0.0,0.3333333333333333,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,44,3,0.8636363636363636,54.71455284552849,9.02292682926829,10.34471544715447,0.0,0.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,33,2,0.8484848484848485,68.2960483870968,7.584032258064514,7.490322580645162,0.0,0.0,0.3333333333333333,0.0,0,0.0,41,3,0.9024390243902439,42.58885964912284,10.465789473684215,11.382456140350877,0.0,0.0,0.0,0.0,0,0.0,0.37499999999999994,0.07692307692307693,0.225,0.14666666666666667,0.34782608695652173,0.08955223880597014,0.17391304347826086,0.1408450704225352,0.0,0.0,0.0,0.0,0.0,8,-0.01921655580192172,-0.5612406947890918,1.3353184449958642,0,0.0,0.027173913043478215,-0.012629161882893217,8,5,0.08928571428571429,0.85
47,wrong_item,neutral,medium,49,2,0.8571428571428571,74.83575581395351,8.162441860465119,8.6,0.03225806451612903,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,4,0.7833333333333333,56.66071428571428,8.834285714285716,9.885714285714286,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,2,0.8863636363636364,68.09500000000004,8.73,9.0,0.03225806451612903,0.0,0.0,0.0,0,0.0,71,3,0.7323943661971831,38.95771144278609,13.373731343283584,14.306467661691542,0.0,0.0,0.0,0.0,0,0.0,0.23999999999999996,0.0,0.14,0.12903225806451613,0.3333333333333333,0.09433962264150944,0.14814814814814814,0.13157894736842105,0.03225806451612903,0.03225806451612903,0.0,0.0,0.0,5,-0.02922077922077926,6.74075581395347,-0.40000000000000036,0,0.0,-0.09333333333333335,-0.09433962264150944,7,6,0.14285714285714285,0.8071428571428572
48,wrong_item,polite,low,57,2,0.8596491228070176,46.63886363636365,13.585909090909094,13.181818181818182,0.0,0.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,63,3,0.8095238095238095,37.747909604519776,12.880000000000003,13.968361581920906,0.0,0.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,46,2,0.9347826086956522,49.91409090909093,11.762727272727272,12.436363636363637,0.0,0.0,0.0,0.0,0,0.0,40,2,0.85,41.72236486486486,12.035810810810812,12.805405405405407,0.0,0.0,0.0,0.0,0,0.0,0.38596491228070173,0.08928571428571429,0.19298245614035087,0.2303030303030303,0.1728395061728395,0.0,0.07407407407407407,0.15584415584415584,0.0,0.0,0.0,0.0,0.0,11,-0.07513348588863467,-3.275227272727278,0.7454545454545443,0,0.0,0.21312540610786224,0.08928571428571429,8,5,0.08928571428571429,0.81875
